code,age,shoe,siblings,expGrade,petLove,extrovert,cookLove,spender,texts,politics,macLove,csLove,statisticsLove,mathLove,feelingsVt,steps,countries,states,live,studyRate,sleepRate,exerciseRate,anticSalary,quantGifted,artist,athlete,major,majorOther,yearSch,analyticCourses,usaProblem,whyClass,excitedClass,dataBoring,knowHd,lackMath,strengths,gains,polarStr2,polarStr0,polarGains2,polarGains0
6388,22.0,13.0,1,A,88,60,58.0,74.0,5.0,Independent,15.0,50.0,80.0,70.0,91,8000,2,14.0,2.0,5.0,56.0,8.0,100000.0,69.0,10.0,70.0,Business,Other,Fourth,6.0,Climate Change,You are curious about the content It meets a graduation requirement.,65,2.0,8.0,3.0,"I am curious and like to understand things rather than just memorize answers. I am willing to ask for help when I donâ€™t understand something, which helps me learn better. I can reflect on my work and think about how to improve. I try to stay open to feedback and use it to grow. I communicate my questions and ideas clearly. I am motivated to do well and take responsibility for my learning.","In this class, I want to learn how to use the R programming language to analyze and visualize data. I want to understand statistical concepts and how to apply them to real-world data problems. I hope to gain confidence in cleaning, organizing, and interpreting datasets. I want to learn how to draw meaningful conclusions from data and communicate results clearly. Overall, I want to build practical data analysis skills that I can use in future classes and careers.",0.9299811099505543,0.9299811099505543,0.3375263702778072,0.3375263702778072
RA05,20.0,9.0,3,A,58,85,79.0,80.0,300.0,Democrat,94.0,40.0,49.0,57.0,85,8000,4,15.0,6.0,15.0,52.0,8.0,125102287.5,39.0,88.0,59.0,Business,Other,Third,2.976470588235294,Political Divide,You are curious about the content It meets a graduation requirement.,87,4.0,3.211267605633803,2.0,,,0.0,0.0,0.0,0.0
2110,19.3,8.5,1,A,80,70,70.0,50.0,35.0,Democrat,70.0,20.0,80.0,30.0,70,3000,7,24.0,4.0,11.0,50.0,5.0,200000.0,40.0,50.0,60.0,Business,Other,Second,3.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),100,0.0,3.0,3.043478260869565,"As a student, I feel like I can communicate well with my professors and peers if I feel comfortable in the learning environment. I do my best to attend as many classes as I can and actively participate to deepen my understanding of the subject. I am committed to academic growth, as I can recognize when I'm not doing well in a class and reflect/adapt to get better. Part of that includes holding myself to a high standard whether it is being an active student or getting good grades. Overall, I consider myself as a motivated and resilient student who gives the best effort I possibly can.","I hope to develop my programming skills as coding has never been my strong suit; seeing long lines of code would generally make me anxious so hopefully I can become more comfortable with it, particularly with R and Python. I also look forward to improve my ability with identifying gaps in big data and potential biases that often arise from prompt engineering. Overall, I want this class to give me a deeper understanding of analyzing complex datasets and prepare me for a future career in data science.",0.769800358919501,0.9622504486493763,0.1929802562708031,0.1072112534837795
0315,19.0,7.0,1,A-,100,40,1.0,100.0,1000000.0,Democrat,100.0,46.0,50.0,47.0,82,10000,4,6.0,2.0,20.0,42.0,14.0,100000.0,30.0,82.0,21.0,Physical/Life Science,Other,Second,2.0,Racial Injustice,You think that this class might help you in the future (e.g. in your future courses or career),67,7.0,1.0,7.0,"Iâ€™d like to say Iâ€™m a productive individual and I get my work done regardless of any circumstances. Iâ€™ve always been one to take extra time to study any material I donâ€™t understand so I can be more ready for class. I also try my best to be an active participant in learning. Even though I am a really introverted shy person, I do put in a lot of effort into group work because I understand the value of team work.","I hope to understand more about coding in this class since I want to go into biostats/ bio tech in the future. Iâ€™ve always been interested in coding but Iâ€™ve never given myself the chance to learn. I also like statistics so Iâ€™d like to get better at that. I also wish to learn more about R studio since Iâ€™m not really that good at using it. Overall, I hope I can understand more about coding and data using this class.",0.8460287854927591,0.7592566023652966,0.5206330987647748,0.4338609156373123
8383,20.0,5.5,1,A,82,70,63.0,41.0,10.0,Democrat,69.0,66.0,58.62352941176471,51.0,86,3000,2,6.0,1.0,5.0,7.0,1.0,80000.0,48.0,60.0,60.0,Business,Other,Third,3.0,Education,You are curious about the content It meets a graduation requirement.,70,4.0,0.0,3.043478260869565,"I am able to adapt quickly to new situations and environments. I consider myself to be very resilient, especially when faced with challenges. I have experienced a great deal of adversity, but I have consistently been able to recover and move forward. Each experience has helped me grow stronger and more confident. I genuinely enjoy learning new things and expanding my knowledge. I am always open to new opportunities that allow me to grow personally and professionally.","I want to learn how to collect and manage data. I hope to strengthen my ability to analyze data and select appropriate analytical methods. I want to improve my skills in formulating clear questions and hypotheses to guide data analysis. Another goal is to better identify bias and ethical concerns throughout the data analysis process. Finally, I would like to become more proficient in R.",1.071229418720597,0.7977240352174656,0.7194014606174091,0.6201736729460423
2589,19.75,11.0,2,A-,100,70,50.0,40.0,20.0,Democrat,18.0,81.0,61.0,48.0,94,5000,3,10.0,1.0,4.0,56.0,4.0,100000.0,82.0,82.0,61.0,Math/Eng/Stat/CS,Other,Second,5.0,Crime/Violence,You are curious about the content It meets a graduation requirement.,50,2.0,5.0,3.043478260869565,"I think that I am good at organizing my work. I also will spend a lot of time on something to make it perfect because I am a perfectionist. I also think that even though my time management could use a little work, I am good at getting my assignments in on time and to the best of my ability. I am definitely a visual learner so having a visual representation of something is very good for my learning. I also tend to get very invested in a subject if it is something that interests me.",I hope to gain understandings in more data analytics topics. I am very interested in the process of data analytics. I enjoy being able to look at data and make hypotheses and see if they are correct or not. I am hoping to gain more understanding in how to do this process efficiently in this class.,0.8164965809277261,0.8164965809277261,0.5077963596336064,0.6681531047810609
T4NV,19.0,6.5,1,B-,83,59,72.0,63.0,20.0,Independent,85.0,66.0,42.0,21.0,25,4659,22,6.0,4.0,13.0,35.0,5.0,60000.0,20.0,100.0,9.0,Physical/Life Science,Other,Second,4.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),65,2.0,3.0,8.0,"I am generally  reflective and curious student who thinks deeply about material rather than memorizing it. Iâ€™m especially strong at making connections across disciplines and asking questions that get at the â€œwhyâ€ behind concepts. I work best when I understand the broader context of what Iâ€™m learning and am able to see the relevancy in it hence I try and find relevancy in what I am learning as I take most of what I do seriously, other wise my effort and time would be spent elsewhere. Iâ€™m persistent when material is challenging and willing to revisit ideas until they make sense. I try to  communicate well in writing and try to always get better at that craft and am comfortable engaging critically with readings. I also value collaboration and tend to be thoughtful in group settings. Iâ€™m also self-aware about my learning habits and am actively trying to improve them! The pro's and cons of being AuDHD are very lived in funnily enough.","I hope to gain a stronger foundation in working with data and understanding how data is used to inform decisions in real-world contexts as my major is Environmental Data science and want to hold such soft/hard skills this class will teach me and apply them in my career down the road, particularly in policy decision making contexts. I want to become more confident interpreting results and questioning how data is collected and presented as well, considering as many factors as one can and just learning overall how to synthesize and adress all such influencing factors on a data set. Iâ€™m interested in learning how technical tools connect to ethical and social considerations as well. This class feels like an opportunity to strengthen such both my analytical and critical-thinking skills and I hope to better understand how data and AI shape institutions, policy, and everyday life. Ultimately, I want skills from this class to be transferable across multiple disciplines as I don't want what I learn to hole me into one specific niche field wise.",0.6923076923076923,0.6923076923076923,0.7345410552159443,0.6745785200962753
KT05,20.4,8.0,1,A,75,45,80.0,70.0,20.0,Democrat,100.0,60.0,70.0,60.0,100,4000,8,12.0,5.0,10.0,42.0,4.0,130000.0,80.0,55.0,40.0,Physical/Life Science,Other,Third,4.0,Crime/Violence,You are curious about the content It meets a graduation requirement.,80,3.0,1.0,2.0,,,0.0,0.0,0.0,0.0
2310,19.0,8.5,2,A,80,25,65.0,20.0,1.0,Independent,1.0,90.0,80.0,80.0,80,5000,3,10.0,3.0,20.0,7.0,0.5,80000.0,70.0,20.0,15.0,Math/Eng/Stat/CS,Other,Second,2.0,Health Care Costs,You think that this class might help you in the future (e.g. in your future courses or career),100,2.0,9.0,2.0,"I am a big believer in systems thinking, where people will look at problem solving from a big picture perspective, rather than immediately jumping to the specifics. As such, I love seeing how different topics like engineering connects to the ""big picture"" of the business world. This semester, im working on being very disciplined with time management, and am trying to follow a 4AM to 9PM routine so I can do my best to college, work, and my small electronics repair hobby. I have lived abroad for ten years, and that really helped me develop a deep love for exploring different cultures. Iâ€™m always curious to understand what life is like in different places, which is why Iâ€™m such a fan of GeoGuessr (its a game where you are randomly dropped in a part of the world and have to guess exactly where you are), and learning languages like Arabic and Korean. I also really enjoy working with teams on engineering projects, just that sense of knowing that I helped built something that works, whuch is why I joined the VT Sailbot team design team (we build autonomous boats). I also have a lot of technical curiosity, and whether itâ€™s fixing electronics or learning a new skill, I just love figuring out how things work. Ultimately, I want to keep a practical mindset. I don't just want to understand different systems (technical details), but I want to find humble and effective ways to make things better for everyone in the real world.","I can finally learn how to tackle those messy, real-world datasets. Iâ€™m also excited to use Python libraries like Pandas, as well as R (never learned it before), to move past basic spreadsheets and start doing some actual data modeling. My big goal is to figure out how to clean and visualize data properly, mostly because I want to turn raw numbers into clear insights that solve real problems, starting with small scale stuff in my design team, and ultimately moving to the actual industry. Since iâ€™ve always been curious about how math and statistics actually team up to build Machine Learning models, so seeing that in action will be great. I am also interested in both Quant Finance or hardware engineering (two different fields which heavily rely on data), and look forward to getting better at working in teams on these data challenges, I feel like it will be great prep for more advanced data science courses, as well as just giving me an insight into how these tools are applied in various different fields.",1.152252695596675,1.001958865736239,0.7474350927519359,0.7474350927519359
AAAA,21.0,11.5,1,A,93,66,41.0,55.0,10.0,Other,51.0,88.0,72.0,86.0,71,15000,4,6.0,4.0,5.0,60.0,7.0,100000.0,71.0,48.0,73.0,Math/Eng/Stat/CS,Other,Third,4.0,Budget Deficit,You are curious about the content It meets a graduation requirement.,72,4.0,3.0,1.0,i am a very persistant student when im curious and actively learning. i will not try to block my time i spend studying a subject but i will spend as much time as i want exploring said subject or topic,i wish to gain the skill of analyzing data and interpreting it visually or mathematically model said data to convey the story it tells,0.0,0.0,0.4082482904638631,0.4082482904638631
LJB1,21.0,11.5,3,A-,92,45,76.0,50.0,100.0,Democrat,77.0,50.0,70.0,82.0,95,8000,8,11.0,2.0,4.0,6.0,6.0,135000.0,80.0,2.0,82.0,Social Science,Other,Third,5.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),71,3.0,5.0,0.0,"My strengths come from mostly a STEM area academically. However, on top of being gifted more in stem fields, I have social captivity learned from sports and extracurricular activities. I work well in groups, and don't mind taking a lot of the work load. I am punctual and often early to do anything.","I hope to learn data analytics skills which complement what I've earned previously. I hope to make my understanding of econometrics as well. On top of these things, becoming comfortable with datasets, and then the potential applications where AI can be an assistive tool. And finally I hope that this class helps me with potential graduate studies with data.",0.9340518348510853,0.8241633836921342,0.5207556439232955,0.5207556439232955
0128,20.0,11.0,2,A,100,30,90.0,35.0,5.0,Republican,0.0,81.0,90.0,81.0,100,10000,4,25.0,3.0,15.0,56.0,8.0,100000.0,91.0,50.0,92.0,Math/Eng/Stat/CS,Other,Second,3.0,Political Divide,You are curious about the content It meets a graduation requirement.,90,2.0,6.0,1.0,"One of my strongest qualities as a student is my ability to think analytically and break complex problems into manageable pieces. I am disciplined with my time and take responsibility for staying organized and prepared, even when workloads are heavy. I learn quickly when material is applied to real world examples, which helps me retain concepts beyond memorization. I am comfortable asking questions and seeking feedback because I see it as essential to improving my understanding. I also work well independently while still valuing collaboration when different perspectives can strengthen the outcome.","From a data matters course, I hope to develop a stronger foundation in how data is collected, interpreted, and communicated in meaningful ways. I want to become more confident in evaluating data driven arguments and recognizing when data is being used effectively or misleadingly. Gaining hands on experience with data analysis tools and real datasets is especially important to me. I also hope to improve my ability to translate data insights into clear narratives that can inform decision making. Understanding the ethical considerations surrounding data use and privacy is another key goal. Overall, I want this course to help me think more critically about the role data plays in academics, business, and everyday life.",0.3127716210856122,0.3127716210856122,0.8241955141918907,0.7492686492653552
aaf5,20.0,7.5,2,B+,100,76,35.0,66.0,30.0,Democrat,25.0,50.0,62.0,44.0,100,-99,3,7.0,2.0,4.0,30.0,5.0,70000.0,50.0,37.0,9.0,Business,Other,Second,1.0,Budget Deficit,You think that this class might help you in the future (e.g. in your future courses or career),76,2.0,1.0,1.0,"I am a good communicator who enjoys meeting and talking to new people. This helps me with talking to classmates and instructors. I also work very well underpressure and during a time crunch. This allows me to keep up with my coursework and ensure everything is turned in on time. Of course, I try my best to stay organized, but that does not always work out for me, and I am actively trying to improve.","During this course, I hope to gain a better general understanding of data analytics. I am currently an economics major trying to switch to finance because I find it suits my interests more. With this, I have somewhat of an interest in data analytics and hope to pursue a career with it, and I believe that this class will help me on that path. I am also interested in how the coursework will apply to different domains, such as the social sciences.",0.7621023553303059,0.808290376865476,0.4196397990844168,0.3312945782245396
1447,22.0,7.0,2,C,20,1,70.0,40.0,10.0,Other,100.0,50.0,50.0,50.0,60,-99,2,5.0,3.0,35.0,55.0,0.0,60000.0,40.0,100.0,0.0,Other,Other,Fourth,2.0,Budget Deficit,You think that this class might help you in the future (e.g. in your future courses or career),70,6.0,0.0,4.0,"My strengths as a student include being a hard worker and staying organized. I try to fully understand the material I am learning. I put effort into studying and keeping up with my coursework. When I struggle with a certain topic, I am willing to ask for help. I also take feedback and apply it in the future.",I hope to learn and understand more about coding because it is something I have never done before in any other class. I want to become more comfortable reading and writing basic coding concepts and terminology. I also hope to apply coding skills to real-world situations. I expect to make mistakes while learning to code and hope to learn from them. This class will help me develop patience and persistence when problems do not work right away.,-0.1313064328597225,-0.1313064328597225,0.09058216273156766,0.2264554068289191
172N,19.0,13.0,2,A,83,70,70.0,100.0,25.0,Democrat,0.0,81.0,39.0,66.0,35,7000,1,4.0,3.0,15.0,49.0,9.0,90000.0,74.0,45.53164556962025,16.0,Math/Eng/Stat/CS,Other,Second,3.0,Political Divide,You are curious about the content It meets a graduation requirement.,86,3.0,3.211267605633803,3.043478260869565,I'm strong at finding different solutions to problems. I am also good at analysis regarding real world problems. I have good time management. I am good at spending time at something to really understand it both on the theoretical side and the actual application aspect.,I hope to learn the uses of data. Learning how to use tools lilke R also seemed interesting. I wish I could work more in groups and projects. I also want to learn how to interpret data and how to sort it into a readable format. I also wish to have a class in DDS since ive never had one there.,0.1788854381999831,0.298142396999972,0.4865401437450047,0.3841106397986879
55EZ,22.8,11.5,2,A-,80,20,30.0,30.0,30.0,Democrat,1.0,60.0,40.0,80.0,95,8000,1,38.0,2.0,10.0,63.0,6.0,80000.0,65.0,70.0,40.0,Math/Eng/Stat/CS,Other,Fifth,7.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),75,3.0,7.0,0.0,"I work well in stressful situations, really locking in when I need to. I think I am good at critically thinking. I learn quickly and can really apply what I ve learned on a short notice. I sometimes struggle with time management, but I think I can improve on that this semester. I dont necessarily like working in groups, but I think that it can be very helpful for learning needed skills.","My graduation requirements are already met, but for the field that I am wanting to go in to, this class seemed very interesting. I  am hoping to learn some valuable skills that i can apply to my entire career forward. The class sounds very interesting.",0.565685424949238,0.4714045207910317,0.6857275130999354,0.4472135954999579
A2S6,19.6,11.5,1,A,66,90,70.0,100.0,150.0,Democrat,50.0,100.0,50.0,65.0,70,10000,35,25.0,3.0,6.0,43.0,12.0,150000.0,100.0,20.0,100.0,Math/Eng/Stat/CS,Other,Second,3.0,Health Care Costs,You think that this class might help you in the future (e.g. in your future courses or career),100,7.0,3.211267605633803,3.043478260869565,I am an active listener and quick learner.,I hope to gain a good grade most of all and learn something that I can use in my future classes or even in the future,0.0,0.0,0.3922322702763681,0.3922322702763681
2006,19.0,10.5,0,A,19,81,19.0,28.0,15.0,Independent,13.0,29.0,51.0,78.0,74,20000,11,28.0,7.0,20.0,58.0,10.0,100000.0,39.0,45.53164556962025,35.0,Math/Eng/Stat/CS,Other,First,5.0,Health Care Costs,You are curious about the content It meets a graduation requirement.,63,1.0,4.0,3.043478260869565,"I believe that my biggest strength as a student is adaptability. Throughout my time in high school and college, understanding and getting into rhythm was always a strength of mine. Furthermore, I believe that my time management is also pretty solid, as I always set assign time for work. The combination of my skillsets as a student combined with my mathematical background has allowed me to excel so far. However, the most important strength I have as a student is ensuring a proper schedule and sleeping on time, as this is crucial for daily success.","I want to learn more about how to work in a team setting, and this class provides me with a good exposure. In the real world, it is crucial to know how to work with all different types of people, and this class is an excellent opportunity to get exposure. Furthermore, me and one of my best friends are taking this class, so learning alongside him will also be a unique and creative experience. I am very excited to take a class that focuses on data, computer science, and math as all three of those are subject areas of interest to me. This class essentially combines my academic interest with my real life goals.",0.7181848464596079,0.7181848464596079,0.7305369330337212,0.6556100681071858
2005,21.0,8.5,5,B+,49,100,61.0,70.0,20.0,Democrat,50.0,50.0,50.0,50.0,70,2000,10,30.0,4.0,5.0,50.0,2.0,90000.0,40.0,30.0,0.0,Business,Other,Fourth,3.0,Education,You think that this class might help you in the future (e.g. in your future courses or career),100,4.0,3.211267605633803,2.0,"I am a hardworking and motivated student who takes my responsibilities seriously. I stay organized and make sure to manage my time well so I can meet deadlines. I ask questions when I do not understand something and am not afraid to seek help. I am good at working independently but also collaborate well in group settings. I pay attention in class and try to actively participate in discussions. I am determined to improve and learn from my mistakes. Overall, I put in consistent effort to succeed academically.","In Data Matter, I hope to gain a strong understanding of how data is collected, analyzed, and used to make decisions. I want to learn how to interpret data accurately and recognize patterns or trends. This class will help me build skills in critical thinking and data literacy. I hope to better understand how data impacts everyday life, technology, and society. I also want to improve my ability to communicate insights using data. By the end of the class, I hope to feel more confident working with data in academic and real-world situations. Ultimately, I want to develop skills that will be useful in future classes and careers.",0.7462025072446364,0.5330017908890261,0.6513218739503829,0.5746957711326908
ms06,21.0,7.0,1,A,83,96,68.0,70.0,200.0,Independent,100.0,24.0,41.0,23.0,80,5000,10,16.0,5.0,10.0,36.0,4.0,100000.0,45.0,46.0,3.0,Other,Other,Fourth,3.0,Racial Injustice,You think that this class might help you in the future (e.g. in your future courses or career),41,5.0,3.0,7.0,"I think that it is a strong suit of mine that I am a personable student. This allows me to get a lot of extracurriculars outside of my academics. I think it is also a strength that I have a multidisciplinary background with public health, data science minor, and interested in supply chain/procurement. Along with these strengths, I think I am able to strive and adapt in new environments which allows me to become a hard worker/quick learner.","I want to gain more data analytical skills from this class. I picked up the data and decisions minor because I think it would strengthen my outside interests in data analytics and decision making processes. I hope to learn new material that I have not seen before, and grow in this class.",0.0,0.0,0.3882901373576604,0.2773500981126146
XXXX,18.0,7.5,0,A,100,40,100.0,80.0,40.0,Independent,100.0,100.0,75.0,100.0,75,11000,5,2.0,3.0,14.5,7.65,4.0,8000.0,80.0,100.0,50.0,Math/Eng/Stat/CS,Other,First,2.0,Political Divide,You think that this class might help you in the future (e.g. in your future courses or career),100,0.0,4.0,3.043478260869565,I'm passionate. I enjoy both process of learning and outcome. I value attitude over talent. I'm curious about everything. I'm creative.,I want to learn more about field of Data science. And I want to know how AGI would contribute to this field. I want to meet friends who are similar to me. Hope I can become a R expert(lol). Also I hope I can code better.,0.8728715609439696,0.8728715609439696,0.1458649914978946,0.1458649914978946
3425,20.0,9.0,1,B+,100,89,80.0,53.0,5.0,Republican,94.0,10.0,30.0,77.0,100,8000,0,4.0,2.0,2.0,49.0,5.0,70000.0,50.0,45.53164556962025,70.0,Other,Other,Third,1.0,Gun Control,You are curious about the content It meets a graduation requirement.,50,5.0,3.211267605633803,7.0,"I am always in class and usually never miss class. I try to answer questions out loud to get rid of awkward silence. I am always willing to learn new things, and I always come to class prepared. I usually turn my work in on time (unless it completely slips my mind, like this assignment). I am a good listener.","I hope to gain a stronger understanding of how data is collected, analyzed, and used to make informed decisions. Through this class, I want to improve my ability to interpret data critically and recognize how it influences real-world issues. I am especially interested in learning how data can reveal patterns, trends, and inequalities that are not always obvious. I also hope to develop practical skills that will help me work with data more confidently in academic and professional settings. Overall, I want this class to help me become a more informed consumer of data and better understand its impact on society.",0.3872983346207417,0.1290994448735805,0.2970442628930023,0.2970442628930023
O2CT,19.0,8.5,1,A-,100,26,78.0,61.0,20.0,Independent,100.0,50.0,31.0,54.77647058823529,60,-99,1,12.0,3.0,6.0,9.0,0.0,65000.0,10.0,92.0,52.78313253012048,Business,Other,Second,1.0,Crime/Violence,You think that this class might help you in the future (e.g. in your future courses or career),60,6.0,3.211267605633803,7.0,"I am always empathetic and kind to others and those I work with. I am extremely driven when I want to achieve a goal, and very creative with how I approach problems. I like to think I am strategic and open-minded to new ideas and methods. Overall, I want to improve my work ethic and advance my knowledge with this class and my other classes this semester. I will always push myself to be the best version of myself.","I hope to gain useful information on how I can apply data analytics to my marketing major. I have always wanted to do creative stuff with my major, however, I feel it is important to have knowledge on the consumer data side of marketing in order to implement creative ideas. You need to understand your target audience and rising trends to effectively and accurately reach out to people. This is why I want to learn more about data matter and branch out beyond what i'm just comfortable with inside my major. I think this could also help me find a more ""needed"" job later on, as AI is taking over more creative and general aspects of marketing.",0.6484597134749389,0.5590169943749475,0.9060103205012076,0.8320502943378436
